sample_1656,0.91904086
sample_1548,0.89537036
sample_769,0.9352094
sample_1881,0.92037547
sample_1807,0.92037547
sample_145,0.92037547
sample_1212,0.91904086
sample_944,0.9048616
sample_829,0.9352094
sample_616,0.92037547
sample_1690,0.9611113
sample_114,0.9611113
sample_185,0.92037547
sample_1141,0.9611113
sample_1460,0.9000291
sample_1835,0.91904086
sample_1539,0.9000291
sample_598,0.93324643
sample_1800,0.9611113
sample_394,0.9000291
sample_1146,0.91491866
sample_149,0.9611113
sample_1750,0.92037547
sample_1977,0.9352094
sample_1830,0.9611113
sample_818,0.9352094
sample_881,0.9000291
sample_77,0.92037547
sample_1240,0.9611113
sample_309,0.900199
sample_90,0.9611113
sample_1447,0.9000291
sample_1584,0.9000291
sample_23,0.9000291
sample_1188,0.91904086
sample_1461,0.9000291
sample_1691,0.92037547
sample_316,0.919943
sample_299,0.9000291
sample_459,0.9000291
sample_462,0.9000291
sample_1730,0.95960546
sample_689,0.9611113
sample_1943,0.9352094
sample_1043,0.92449737
sample_919,0.9000291
sample_1104,0.92037547
sample_348,0.9000291
sample_123,0.9000291
sample_1645,0.92037547
sample_1522,0.900199
sample_1874,0.91904086
sample_295,0.9000291
sample_954,0.9048616
sample_1529,0.9000291
sample_722,0.9352094
sample_1703,0.91904086
sample_1524,0.9000291
sample_125,0.93324643
sample_1922,0.9352094
sample_1186,0.92037547
sample_938,0.95651627
sample_1744,0.92037547
sample_936,0.93324643
sample_1973,0.9352094
sample_157,0.92037547
sample_1003,0.9000291
sample_1407,0.93324643
sample_1057,0.95651627
sample_1783,0.92037547
sample_48,0.93324643
sample_263,0.96430457
sample_678,0.91904086
sample_882,0.9000291
sample_1688,0.92037547
sample_1361,0.9352094
sample_1802,0.91904086
sample_250,0.9352094
sample_323,0.9000291
sample_1514,0.9000291
sample_1545,0.9000291
sample_830,0.9352094
sample_1757,0.9611113
sample_917,0.93324643
sample_1728,0.92037547
sample_352,0.9000291
sample_1229,0.95528495
sample_619,0.92037547
sample_1138,0.9611113
sample_687,0.92037547
sample_966,0.9000291
sample_537,0.9000291
sample_867,0.9000291
sample_928,0.95651627
sample_520,0.93324643
sample_1338,0.9352094
sample_988,0.9041554
sample_899,0.9000291
sample_15,0.93324643
sample_1412,0.93324643
sample_1915,0.9611113
sample_1885,0.95960546
sample_1893,0.92037547
sample_688,0.91904086
sample_1664,0.9611113
sample_1667,0.9611113
sample_1516,0.9000291
sample_437,0.9000291
sample_203,0.91904086
sample_1389,0.9352094
sample_761,0.9586677
sample_1373,0.9352094
sample_558,0.9611113
sample_1710,0.9000291
sample_153,0.91904086
sample_934,0.93324643
sample_54,0.9000291
sample_1227,0.91904086
sample_53,0.9244414
sample_1110,0.91491866
sample_49,0.9000291
sample_474,0.9000291
sample_1716,0.9000291
sample_1169,0.9611113
sample_1925,0.9352094
sample_667,0.92037547
sample_176,0.92037547
sample_1908,0.91904086
sample_160,0.91904086
sample_35,0.95651627
sample_1403,0.9352094
sample_1806,0.9611113
sample_241,0.9352094
sample_1059,0.93324643
sample_746,0.9352094
sample_513,0.93324643
sample_1088,0.93324643
sample_1370,0.9352094
sample_523,0.93324643
sample_319,0.9000291
sample_1923,0.96430457
sample_1296,0.9352094
sample_1152,0.91491866
sample_982,0.9048616
sample_304,0.9000291
sample_502,0.95651627
sample_1951,0.9352094
sample_386,0.95651627
sample_362,0.93324643
sample_522,0.93324643
