,B14_to_A5_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,B7_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/A15_intTarget_0.0_mean,A25_intTarget_0.0_mean/yb_cut_mean_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean*A5_intTarget_2.0_mean,B11_1_B10_2_intTarget_4.0_mean,A20_1_A16_hnew_A17chengji_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,A5_intTarget_0.0_mean*A27_intTarget_1.0_mean,A24_intTarget_1.0_mean,A25_intTarget_0.0_mean*B7_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_1.0_mean,样本id*A15_intTarget_1.0_mean,A12_intTarget_0.0_mean/A27_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_0.0_mean,样本id_cut_intTarget_3.0_mean/B7_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A25_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A5_intTarget_0.0_mean,A25_intTarget_0.0_mean/A5_intTarget_2.0_mean,样本id_cut_intTarget_1.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean,A6_intTarget_1.0_mean/A5_intTarget_1.0_mean,B14_to_B7_intTarget_4.0_mean,样本id/B5_intTarget_1.0_mean,样本id*A10_intTarget_1.0_mean,样本id*A5_intTarget_1.0_mean,样本id*b14/a1_a3_a4_a19_b1_b12,b14/a1_a3_a4_a19_b1_b12/A25_intTarget_0.0_mean,wendu_mean,样本id/yb_cut_mean_intTarget_4.0_mean,样本id/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,样本id*B7_intTarget_0.0_mean,样本id/b14/a1_a3_a4_a19_b1_b12,样本id/A5_intTarget_1.0_mean,样本id*B14_to_A5_intTarget_0.0_mean,样本id/B14_to_A5_intTarget_0.0_mean,样本id/样本id_cut_intTarget_4.0_mean,样本id/样本id_cut_intTarget_3.0_mean,样本id/样本id_cut_intTarget_0.0_mean
0,0.023809523809523808,0.013888888888888888,1.5925925925925923,0.782608695652174,0.12244897959183672,0.049160671462829736,0.2222222222222222,6.857142857142857,0.08695652173913043,0.45454545454545453,0.043478260869565216,0.7391304347826086,421.3421926910299,0.5832142857142857,1.108695652173913,0.75,2.1904761904761902,1.0,0.30434782608695654,4.0,0.7368421052631579,0.0,8658.666666666666,415.65378670788255,436.57142857142856,214.08056042031524,1.0741389375364858,75.22222222222223,18336.0,36672.0,169.77777777777777,10906.1,5348.0,436.57142857142856,5348.0,18336.0,18336.0,9168.0
1,0.017857142857142856,0.07563025210084033,1.731829573934837,2.557620817843866,0.1054945054945055,0.07262569832402235,0.15565509518477044,0.6666666666666666,0.03545577229787756,0.30864197530864196,0.028209053137983817,0.5054122020555434,476.7178002894356,0.5222280062467465,1.3218472976837288,0.53125,1.787375415282392,2.1848739495798317,0.4329306071871127,4.375,0.9492900608519269,0.0,5368.676470588235,552.7046979865771,522.4615384615385,217.344,0.8007441860465118,76.66666666666667,27168.0,3962.0,199.76470588235293,13265.625,5518.5,485.1428571428571,5943.0,27168.0,27168.0,27168.0
2,0.0,0.08549421738894362,1.731829573934837,3.037974683544304,0.1054945054945055,0.07262569832402235,0.15565509518477044,1.0453378956372967,0.03545577229787756,0.30864197530864196,0.059391685164077036,0.6003350707371556,179.40086830680173,0.5222280062467465,1.5701071080817917,2.273706896551724,1.5047619047619045,2.1848739495798317,0.5142405063291139,5.160472972972973,0.9492900608519269,0.0,2020.3676470588236,165.15217391304347,196.6153846153846,81.792,0.6741333333333333,76.77777777777777,-1.0,2337.8982035928143,87.82464454976304,4992.1875,2076.75,182.57142857142856,2236.5,-1.0,2044.8,10224.0
3,0.019047619047619046,0.09774436090225563,1.5925925925925923,2.5290697674418605,0.0,0.049160671462829736,0.23809523809523808,0.8351648351648351,0.14727272727272728,0.3,0.04817275747508305,0.5058139534883721,133.1860465116279,0.6026234567901234,0.6069767441860464,0.9333333333333333,1.6945812807881773,0.5714285714285714,-1.0,6.333333333333333,1.263157894736842,0.0,1449.0,131.38794435857807,80.5,71.68831168831169,0.8803019640458065,76.11111111111111,7245.0,1411.8461538461538,69.0,3254.2125,2898.0,138.0,1690.5,7245.0,3622.5,7245.0
4,0.01868131868131868,0.07499700610754063,0.7926450742240216,1.1189591078066914,0.0456531634046427,0.07262569832402235,0.15565509518477044,0.4784431137724551,0.04973434123231694,0.2857142857142857,0.04386163750113337,0.5664296104735737,173.22431259044862,0.5222280062467465,0.8685254027261462,1.2551020408163263,0.8180679785330949,0.7129032258064517,0.45787915065213275,2.359073359073359,1.0074098604959225,0.17647058823529413,2186.326086956522,200.83557046979865,178.89349112426035,82.92479999999999,0.8407813953488372,76.66666666666667,4319.0,2257.4071856287424,105.34146341463415,4590.77380952381,2128.0204081632655,80.68461538461538,4718.235294117647,4319.0,2879.3333333333335,4319.0
5,0.0,0.13043478260869565,0.7926450742240216,0.8430232558139534,0.039799331103678934,0.049160671462829736,0.2857142857142857,0.26153846153846155,0.051709582102152804,0.29844961240310075,0.04398382204246713,1.0959302325581395,104.72069464544138,0.5952681957738848,2.191860465116279,1.5333333333333334,0.7755968169761274,0.6015384615384616,0.5539867109634551,-1.0,0.75,0.17647058823529413,2424.5,101.46522411128285,129.7391304347826,62.56389776357828,0.994822077779002,75.88888888888889,-1.0,746.0,32.43478260869565,2223.790476190476,1072.375,48.77692307692308,2852.3529411764703,-1.0,2797.5,1865.0
6,0.0,0.07402482269503546,1.731829573934837,0.8791821561338289,0.11278195488721804,0.07262569832402235,0.15565509518477044,1.0453378956372967,0.042810375220347516,0.28,0.04329306071871127,0.5275092936802973,161.99421128798843,0.5222280062467465,1.7583643122676578,0.0,1.787375415282392,1.8095238095238095,0.40495662949194544,6.004914004914005,0.9249492900608519,0.0,1904.1,187.8154362416107,182.21052631578945,73.856,0.8007441860465118,76.66666666666667,-1.0,2111.0598802395207,96.16666666666666,4507.8125,1827.1666666666667,164.85714285714286,2019.5,-1.0,-1.0,3173.5
7,0.012987012987012986,0.0834572281705626,1.5925925925925923,0.5322580645161291,0.11789697291556027,0.07262569832402235,0.15565509518477044,1.0453378956372967,0.03830122789230596,0.29844961240310075,0.04432405811376509,0.4786399302528335,58.45847176079734,0.6546617647058823,1.0119815668202765,1.9312039312039309,1.968253968253968,2.0225563909774436,0.3517872711421099,3.0024570024570023,0.9700247915258057,0.0,699.027027027027,69.00671140939596,63.836431226765804,27.136,0.8817777777777778,76.22222222222223,4664.0,775.6407185628742,29.938931297709928,1656.25,704.0493827160493,60.57142857142857,742.0,-1.0,777.3333333333334,777.3333333333334
8,0.01188811188811189,0.04938271604938271,0.7846153846153847,0.9273255813953488,0.02905982905982906,0.049160671462829736,0.18604651162790697,0.8826923076923078,0.03272727272727273,0.4,0.056201550387596895,0.8430232558139534,149.5462962962963,0.7176553247013951,0.8430232558139534,0.0,0.7755968169761274,1.176923076923077,0.7587209302325582,4.909090909090909,0.6596858638743456,0.17647058823529413,2605.0,141.72488408037094,231.55555555555554,76.91388400702988,0.8755832979819405,74.11111111111111,5731.0,3516.75,173.66666666666666,3529.1547619047624,1172.25,68.13076923076923,3984.1176470588234,5731.0,-1.0,2865.5
9,0.04395604395604396,0.3214285714285714,1.5925925925925923,0.5479651162790697,0.12987012987012986,0.049160671462829736,0.18604651162790697,0.38095238095238093,0.053553719008264465,0.2857142857142857,0.07225913621262457,0.3934108527131783,282.91694352159465,0.6026234567901234,-1.0,-1.0,1.6945812807881773,1.5714285714285714,0.37093023255813956,-1.0,0.9214659685863874,0.0,2394.0,279.09737248840804,326.45454545454544,152.8491620111732,0.8835805560906699,74.77777777777777,6669.0,1368.0,0.0,6887.025,3224.5714285714284,293.1428571428571,3591.0,6669.0,13338.0,3334.5
