,B9_1:00-5:00,B9_17:00-18:30,B7_17:00:00,A28_5:00-6:00,A28_4:00-5:00,A26_13:00:00,A24_12:00:00,A20_2:00-3:00,A14_1:00:00,A11_17:00:00,A9_23:00:00,A9_0:00:00,A5_14:00:00,b14/a1_a3_a4_a19_b1_b12,wendu_mean,样本id/B14_to_A5_intTarget_0.0_mean,样本id*B14_to_A5_intTarget_0.0_mean,样本id/b14/a1_a3_a4_a19_b1_b12,样本id*A25_intTarget_0.0_mean,b14/a1_a3_a4_a19_b1_b12/A25_intTarget_0.0_mean,样本id*A6_intTarget_1.0_mean,样本id,B14_to_B7_intTarget_4.0_mean,b14/a1_a3_a4_a19_b1_b12/B14_to_A5_intTarget_0.0_mean,b14/a1_a3_a4_a19_b1_b12*B14_to_A5_intTarget_0.0_mean,样本id/yb_cut_mean_intTarget_2.0_mean,样本id_cut_intTarget_3.0_mean/A5_intTarget_0.0_mean,A25_intTarget_0.0_mean/A5_intTarget_1.0_mean,A24_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/yb_cut_mean_intTarget_3.0_mean,B14_to_A5_intTarget_0.0_mean/yb_cut_mean_intTarget_2.0_mean,A27_intTarget_1.0_mean/B5_intTarget_1.0_mean,A5_intTarget_0.0_mean/yb_cut_mean_intTarget_4.0_mean,B5_intTarget_0.0_mean/A12_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,A25_intTarget_0.0_mean*A5_intTarget_1.0_mean,B11_1_B10_2_intTarget_0.0_mean,样本id_cut_intTarget_4.0_mean*A25_intTarget_0.0_mean,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/B7_intTarget_1.0_mean,b14/a1_a3_a4_a19_b1_b12/yb_cut_mean_intTarget_0.0_mean,B11_1_B10_2_intTarget_1.0_mean,样本id_cut_intTarget_2.0_mean/样本id_cut_intTarget_3.0_mean,B10_1_B9_2_B8chengji_intTarget_3.0_mean,A20_1_A16_hnew_intTarget_0.0_mean,样本id_cut_intTarget_1.0_mean/b14/a1_a3_a4_a19_b1_b12,B11_2_B11_1_B8chengji_intTarget_1.0_mean,样本id_cut_intTarget_3.0_mean*A5_intTarget_2.0_mean,B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean/B5_intTarget_1.0_mean,B11_1_B10_2_B8chengji_intTarget_4.0_mean,样本id_cut_intTarget_1.0_mean*yb_cut_mean_intTarget_4.0_mean,B5_intTarget_0.0_mean*A15_intTarget_1.0_mean,样本id_cut_intTarget_4.0_mean/A27_intTarget_0.0_mean,A28_2_A28_1_A27chengji_8,A7_intTarget_4.0_mean,B14_to_B4_2_B4_1_B1chengji_intTarget_0.0_mean,B8_3,A7_hnew_A5_hnew_intTarget_4.0_mean,A7_hnew_A5_hnew_intTarget_1.0_mean,A20_1,A21_3,B4_2,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14010507880910683,75.22222222222223,5348.0,436.57142857142856,10906.1,199.30434782608694,1.0741389375364858,321.6842105263158,1528,0.0,0.4903677758318739,0.04003002251688766,3667.2,0.2916666666666667,0.4565217391304348,0.45454545454545453,3.4285714285714284,0.6857142857142856,1.7246376811594202,3.4285714285714284,0.44395116537180906,6.857142857142857,0.03726708074534161,0.17146282973621102,0.010869565217391304,0.125,0.840630472854641,0.26498800959232616,5.000000000000001,0.09009009009009009,0.2608695652173913,1.1895833333333332,0.2682926829268293,0.03571428571428571,0.23611111111111108,0.054409005628517824,0.013888888888888888,0.03244088333007621,0.9583333333333333,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,0,0,0,0.879
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.128,76.66666666666667,5943.0,485.1428571428571,13265.625,271.42750929368026,0.8007441860465118,495.96754563894524,1698,0.0,0.448,0.03657142857142857,9056.0,0.4779411764705882,0.5195167286245352,0.30864197530864196,4.571428571428571,1.5238095238095237,0.8572567783094098,2.0923076923076924,0.407913918778202,0.6666666666666666,0.04918501572776666,0.14338919925512103,0.009990706319702601,0.8095238095238094,2.048,0.30726256983240224,3.0,0.0984182776801406,0.15565509518477044,4.8828125,0.3132295719844358,0.023076923076923078,0.45168067226890757,0.07262569832402235,0.0390625,0.03395146905394945,0.4125,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,1,0,0,0.902
2,0,0,0,0,0,0,0,0,0,1,0,0,1,0.128,76.77777777777777,2236.5,182.57142857142856,4992.1875,121.32911392405065,0.6741333333333333,186.64503042596348,639,0.0,0.448,0.03657142857142857,2044.8,2.389705882352941,0.6170886075949367,0.30864197530864196,0.9142857142857143,0.9142857142857143,0.8572567783094098,-1.0,0.407913918778202,1.0453378956372967,0.0584225900681597,0.14338919925512103,0.0,0.1935971829588851,2.048,0.30726256983240224,1.0,0.0984182776801406,0.15565509518477044,2.44140625,0.3132295719844358,0.11538461538461539,0.19146529315490518,0.07262569832402235,0.0,0.03395146905394945,0.0,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,0,0,0,0.9359999999999999
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14842300556586271,76.11111111111111,1690.5,138.0,3254.2125,81.43604651162791,0.8803019640458065,101.68421052631578,483,0.0,0.5194805194805195,0.042406573018817915,1449.0,0.26666666666666666,1.0116279069767442,0.3,2.142857142857143,0.8571428571428571,0.8836363636363637,7.5,1.0482180293501049,0.8351648351648351,0.028100775193798447,0.17146282973621102,0.01124031007751938,0.18421052631578946,2.226345083487941,0.26498800959232616,2.5,0.09009009009009009,0.20408163265306123,2.245833333333333,0.2682926829268293,0.0,0.15789473684210525,0.054409005628517824,0.02222222222222222,0.07659653008490218,0.39855072463768115,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,0,0,0,0.902
4,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1344,76.66666666666667,4718.235294117647,80.68461538461538,4590.77380952381,98.62825278810408,0.8407813953488372,180.21906693711966,617,0.17647058823529413,1.027764705882353,0.017575384615384614,1727.6,1.1682027649769584,0.551323875275017,0.2857142857142857,0.6102564102564103,0.36615384615384616,0.9607516815754802,1.2840236686390534,0.6208222690229832,0.4784431137724551,0.046347418666549345,0.14338919925512103,0.02283590015932023,0.22069467175850155,0.9408,0.30726256983240224,1.6666666666666667,0.0984182776801406,0.15565509518477044,1.0629251700680271,0.3132295719844358,0.07480980557903634,0.21458051661566926,0.07262569832402235,0.02040816326530612,0.05167224525671872,0.9428571428571427,0,0.056818181818181816,0.1510204081632653,0,0.056818181818181816,0.2849025974025974,1,0,0,0.983
5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16773162939297126,75.88888888888889,2852.3529411764703,48.77692307692308,2223.790476190476,62.88953488372093,0.994822077779002,97.30434782608695,373,0.17647058823529413,1.282653636534486,0.02193413615138855,621.6666666666667,0.6133333333333334,0.48473837209302323,0.29844961240310075,0.9807692307692308,0.21794871794871798,1.5461165048543688,-1.0,0.25947187141216993,0.26153846153846155,0.058645096056622846,0.17146282973621102,0.0,0.0,0.8386581469648563,0.26498800959232616,4.5,0.09009009009009009,0.15384615384615385,0.3974603174603174,0.2682926829268293,0.04057971014492754,0.0,0.054409005628517824,0.0,0.021596348658577312,0.0,0,0.0,0.1510204081632653,0,0.08108108108108109,0.2972972972972973,0,0,0,0.935
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,76.66666666666667,2019.5,164.85714285714286,4507.8125,92.23420074349441,0.8007441860465118,168.53549695740364,577,0.0,0.448,0.03657142857142857,1269.4,0.0,0.5061957868649318,0.28,-1.0,0.6285714285714286,0.894736842105263,-1.0,0.3066485753052917,1.0453378956372967,0.050479358246918404,0.14338919925512103,0.0,0.22359310084351003,0.704,0.30726256983240224,-1.0,0.0984182776801406,0.15565509518477044,2.840909090909091,0.3132295719844358,0.0,0.19983633387888708,0.07262569832402235,0.0,0.02552295750559137,0.0,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,1,0,0,0.902
7,0,1,1,0,0,1,1,0,0,0,0,0,0,0.128,76.22222222222223,742.0,60.57142857142857,1656.25,30.7741935483871,0.8817777777777778,61.92292089249493,212,0.0,0.448,0.03657142857142857,666.2857142857143,1.9306220095693778,0.482078853046595,0.29844961240310075,1.5714285714285714,0.8979591836734694,0.8940040518987887,3.1078066914498144,0.5412929167955459,1.0453378956372967,0.0437102770116321,0.14338919925512103,0.0,0.19832242225859248,0.4693333333333334,0.30726256983240224,1.0,0.0984182776801406,0.15565509518477044,1.4204545454545454,0.3132295719844358,0.11253801960121662,0.19967266775777415,0.07262569832402235,0.008264462809917356,0.03955394586351505,0.0,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,1,0,0,0.8909999999999999
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14762741652021089,74.11111111111111,3984.1176470588234,68.13076923076923,3529.1547619047624,87.84302325581395,0.8755832979819405,152.75392670157066,521,0.17647058823529413,1.1289155380957303,0.01930512369879681,955.1666666666667,0.0,0.3793604651162791,0.4,-1.0,0.23974358974358978,1.4727272727272727,1.222222222222222,0.7935483870967743,0.8826923076923078,0.07493540051679586,0.17146282973621102,0.0153276955602537,0.1111111111111111,0.8119507908611598,0.26498800959232616,-1.0,0.08035714285714286,0.20408163265306123,1.2316017316017318,0.2682926829268293,0.0,0.18518518518518517,0.054409005628517824,0.01652892561983471,0.05740740740740741,0.5434782608695653,0,0.056818181818181816,0.1510204081632653,0,0.056818181818181816,0.2849025974025974,0,0,1,0.9470000000000001
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148975791433892,74.77777777777777,3591.0,293.1428571428571,6887.025,172.98837209302326,0.8835805560906699,300.81675392670155,1026,0.0,0.5214152700186221,0.042564511838254854,6669.0,0.4230769230769231,0.5299003322259136,0.2857142857142857,3.714285714285714,1.857142857142857,0.6872727272727274,1.1818181818181819,0.0,0.38095238095238093,0.053646934460887946,0.17146282973621102,0.0259391771019678,0.0,0.48417132216014896,0.26498800959232616,2.0,0.2,0.20408163265306123,2.065384615384615,0.2558139534883721,0.03496503496503497,0.0,0.046511627906976744,0.04733727810650888,0.0,0.919732441471572,0,0.056818181818181816,0.1694915254237288,0,0.056818181818181816,0.2849025974025974,0,0,0,0.902
