0,0.879
1,0.902
2,0.9359999999999999
3,0.902
4,0.983
5,0.935
6,0.902
7,0.8909999999999999
8,0.9470000000000001
9,0.902
10,0.9359999999999999
11,0.8909999999999999
12,0.8909999999999999
13,0.9470000000000001
14,0.925
15,0.902
16,0.971
17,0.902
18,0.9129999999999999
19,0.925
20,0.93
21,0.93
22,0.93
23,0.9470000000000001
24,0.935
25,0.971
26,0.93
27,0.935
28,0.878
29,0.902
30,0.902
31,0.9359999999999999
32,0.983
33,0.902
34,0.902
35,0.902
36,0.902
37,0.9129999999999999
38,0.925
39,0.8909999999999999
40,0.8909999999999999
41,0.902
42,0.983
43,0.93
44,0.92
45,0.93
46,0.9470000000000001
47,0.902
48,0.8909999999999999
49,0.9129999999999999
50,0.902
51,0.879
52,0.9129999999999999
53,0.983
54,0.971
55,0.879
56,0.925
57,0.935
58,0.9670000000000001
59,0.888
60,0.902
61,0.9470000000000001
62,0.9470000000000001
63,0.9359999999999999
64,0.998
65,0.902
66,0.9359999999999999
67,0.93
68,0.925
69,0.93
70,0.9470000000000001
71,0.89
72,0.9129999999999999
73,0.93
74,0.9670000000000001
75,0.9470000000000001
76,0.9470000000000001
77,0.902
78,0.935
79,0.902
80,0.93
81,0.879
82,0.9359999999999999
83,0.879
84,0.925
85,0.89
86,0.93
87,0.983
88,0.955
89,0.9470000000000001
90,0.971
91,0.935
92,0.9470000000000001
93,0.89
94,0.973
95,0.925
96,0.902
97,0.925
98,0.879
99,0.943
100,0.902
101,0.983
102,0.9129999999999999
103,0.902
104,0.8909999999999999
105,0.9129999999999999
106,0.8909999999999999
107,0.93
108,0.9129999999999999
109,0.93
110,0.8740000000000001
111,0.8909999999999999
112,0.902
113,0.93
114,0.925
115,0.93
116,0.935
117,0.9470000000000001
118,0.943
119,0.9229999999999999
121,0.935
122,0.93
123,0.902
124,0.902
125,0.902
126,0.8909999999999999
127,0.902
128,0.971
129,0.888
130,0.902
131,0.93
132,0.935
133,0.879
134,0.8740000000000001
135,0.943
136,0.9359999999999999
137,0.93
139,0.9229999999999999
140,0.935
141,0.9470000000000001
142,0.8909999999999999
143,0.92
144,0.902
145,0.925
146,0.902
147,0.9470000000000001
148,0.971
149,0.8909999999999999
150,0.9359999999999999
151,0.902
152,0.9179999999999999
153,0.902
154,0.943
155,0.943
156,0.998
157,0.902
158,0.9359999999999999
159,0.9179999999999999
160,0.8959999999999999
161,0.902
